"Variable","coef","HR","se_coef","z","p_value","lower95","upper95","concordance","concordance_se"
"expr_groupLow",-0.312297904818868,0.731763499881191,0.156264335669973,-1.99852322975625,0.0456599640682784,0.538714046513884,0.993992681689932,0.54098339653582,0.0218120940596482
