"Variable","coef","exp_coef","se_coef","z","p_value","exp_neg_coef","lower95","upper95","concordance","concordance_se"
"expr_groupLow",-0.0666646916691387,0.935508832657425,0.155551742124978,-0.428569238495426,0.668236735894159,1.06893699459724,0.689671070849404,1.2689770717832,0.500999282566363,0.0219651465362898
